mm39	mm39 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000061897.6	other	ENSG00000232702.3	other	many-to-many
ENSMUSG00000005054.8	pc	ENSG00000160213.10	pc	one-to-many
ENSMUSG00000043681.6	pc	ENSG00000231122.6	other	many-to-many
ENSMUSG00000026825.18	pc	ENSG00000261043.6	lncRNA	many-to-many
ENSMUSG00000073652.12	lncRNA	ENSG00000299965.1	lncRNA	one-to-many
ENSMUSG00000089769.2	other	ENSG00000100401.21	pc	many-to-many
ENSMUSG00000029544.17	pc	ENSG00000157782.10	pc	one-to-one
ENSMUSG00000024639.6	pc	ENSG00000156052.11	pc	many-to-many
ENSMUSG00000028402.20	pc	ENSG00000107186.17	pc	one-to-one
ENSMUSG00000084306.2	other	ENSG00000163510.14	pc	one-to-many
ENSMUSG00000134124.1	lncRNA	ENSG00000286353.2	lncRNA	one-to-one
ENSMUSG00000021541.15	pc	ENSG00000069018.19	pc	one-to-one
ENSMUSG00000090008.2	other	ENSG00000257591.6	pc	many-to-many
ENSMUSG00000053128.16	pc	ENSG00000173456.5	pc	one-to-many
ENSMUSG00000038692.9	pc	ENSG00000120093.12	pc	many-to-many
ENSMUSG00000103442.6	pc	ENSG00000081842.18	pc	many-to-many
ENSMUSG00000113247.2	other	ENSG00000225896.1	other	many-to-many
ENSMUSG00000097767.11	lncRNA	ENSG00000225783.10	lncRNA	many-to-many
ENSMUSG00000033063.9	pc	ENSG00000276386.1	other	many-to-many
ENSMUSG00000104006.2	lncRNA	ENSG00000258294.6	lncRNA	one-to-one
ENSMUSG00000044453.6	pc	ENSG00000126266.4	pc	one-to-one
ENSMUSG00000113872.2	other	ENSG00000175906.5	pc	one-to-many
ENSMUSG00000031796.8	pc	ENSG00000070761.8	pc	many-to-many
ENSMUSG00000094627.3	other	ENSG00000231376.1	other	many-to-many
ENSMUSG00000022658.11	pc	ENSG00000144834.14	pc	one-to-one
ENSMUSG00000107824.2	other	ENSG00000228477.1	other	one-to-many
ENSMUSG00000082033.4	other	ENSG00000214107.9	pc	many-to-many
ENSMUSG00000054252.19	pc	ENSG00000260958.4	lncRNA	many-to-many
ENSMUSG00000058927.7	pc	ENSG00000235700.1	other	many-to-many
ENSMUSG00000040785.20	pc	ENSG00000179038.9	other	many-to-many
ENSMUSG00000037070.11	pc	ENSG00000242875.7	pc	many-to-many
ENSMUSG00000046687.7	other	ENSG00000295594.1	lncRNA	many-to-many
ENSMUSG00000047417.19	pc	ENSG00000293002.1	lncRNA	many-to-many
ENSMUSG00000057409.8	pc	ENSG00000197123.9	pc	many-to-many
ENSMUSG00000084220.2	other	ENSG00000168078.10	pc	one-to-many
ENSMUSG00000020116.8	pc	ENSG00000270304.1	other	one-to-many
ENSMUSG00000025939.20	pc	ENSG00000104343.21	pc	many-to-many
ENSMUSG00000136222.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000026566.16	pc	ENSG00000197965.12	pc	one-to-many
ENSMUSG00000057531.16	pc	ENSG00000047579.20	pc	one-to-one
ENSMUSG00000099631.2	other	ENSG00000198060.10	pc	one-to-many
ENSMUSG00000111611.2	pc	ENSG00000228307.3	other	many-to-many
ENSMUSG00000100464.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000116934.2	other	ENSG00000279392.1	other	one-to-many
ENSMUSG00000060967.7	pc	ENSG00000283644.1	pc	one-to-many
ENSMUSG00000016503.19	pc	ENSG00000237274.2	other	many-to-many
ENSMUSG00000118544.2	other	ENSG00000124444.16	pc	many-to-many
ENSMUSG00000138291.1	lncRNA	ENSG00000235042.2	lncRNA	one-to-one
ENSMUSG00000092008.3	pc	ENSG00000276490.1	pc	many-to-many
ENSMUSG00000116114.4	lncRNA	ENSG00000258279.5	lncRNA	one-to-one
ENSMUSG00000141779.1	lncRNA	ENSG00000243781.1	other	many-to-many
ENSMUSG00000104116.2	lncRNA	ENSG00000289405.3	lncRNA	many-to-many
ENSMUSG00000074491.11	pc	ENSG00000290088.2	lncRNA	many-to-many
ENSMUSG00000047417.19	pc	ENSG00000230936.1	other	many-to-many
ENSMUSG00000077201.3	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000037855.16	pc	ENSG00000285837.1	pc	many-to-many
ENSMUSG00000114087.2	other	ENSG00000236480.1	other	many-to-many
ENSMUSG00000091421.4	other	ENSG00000215199.3	other	many-to-many
ENSMUSG00000106715.4	pc	ENSG00000080603.17	pc	many-to-many
ENSMUSG00000103793.2	pc	ENSG00000253873.6	pc	many-to-many
ENSMUSG00000118311.3	lncRNA	ENSG00000286583.1	lncRNA	one-to-one
ENSMUSG00000027620.17	pc	ENSG00000214019.2	other	many-to-many
ENSMUSG00000057551.11	pc	ENSG00000215356.4	pc	many-to-many
ENSMUSG00000060019.7	other	ENSG00000270830.1	other	many-to-many
ENSMUSG00000025204.11	pc	ENSG00000255339.6	pc	many-to-many
ENSMUSG00000113627.2	other	ENSG00000108654.16	pc	many-to-many
ENSMUSG00000099759.3	lncRNA	ENSG00000151693.11	pc	one-to-many
ENSMUSG00000119150.1	ncRNA	ENSG00000233016.10	lncRNA	many-to-many
ENSMUSG00000098219.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000091017.2	pc	ENSG00000253391.1	other	one-to-many
ENSMUSG00000096449.3	other	ENSG00000238256.1	other	many-to-many
ENSMUSG00000058093.14	pc	ENSG00000280171.1	other	many-to-many
ENSMUSG00000062426.3	pc	ENSG00000239395.2	pc	many-to-many
ENSMUSG00000075327.11	pc	ENSG00000181472.5	pc	many-to-many
ENSMUSG00000034327.19	pc	ENSG00000248216.1	other	one-to-many
ENSMUSG00000044795.13	pc	ENSG00000182224.12	pc	one-to-many
ENSMUSG00000042810.15	pc	ENSG00000133619.18	pc	one-to-one
ENSMUSG00000097141.3	lncRNA	ENSG00000264278.2	lncRNA	one-to-many
ENSMUSG00000099085.2	other	ENSG00000198157.11	pc	one-to-many
ENSMUSG00000142075.1	lncRNA	ENSG00000247134.9	lncRNA	one-to-many
ENSMUSG00000101527.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000077243.3	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000120186.2	lncRNA	ENSG00000263412.4	lncRNA	one-to-many
ENSMUSG00000033730.5	pc	ENSG00000179388.9	pc	one-to-one
ENSMUSG00000081757.2	other	ENSG00000005022.6	pc	one-to-many
ENSMUSG00000129174.1	lncRNA	ENSG00000177992.10	pc	one-to-many
ENSMUSG00000028032.14	pc	ENSG00000138801.9	pc	one-to-one
ENSMUSG00000087441.3	lncRNA	ENSG00000295018.1	lncRNA	one-to-one
ENSMUSG00002076475.1	ncRNA	ENSG00000241668.2	other	many-to-many
ENSMUSG00000009681.11	pc	ENSG00000236794.5	other	many-to-many
ENSMUSG00000102890.2	other	ENSG00000255262.3	other	one-to-many
ENSMUSG00000053965.11	pc	ENSG00000138735.16	pc	one-to-one
ENSMUSG00000020431.6	pc	ENSG00000164742.16	pc	one-to-one
ENSMUSG00000029419.9	pc	ENSG00000054148.18	pc	many-to-many
ENSMUSG00000047996.17	pc	ENSG00000241607.1	other	many-to-many
ENSMUSG00000072477.6	other	ENSG00000197794.2	other	one-to-many
ENSMUSG00000142407.1	lncRNA	ENSG00000294026.1	lncRNA	one-to-one
ENSMUSG00000062496.11	lncRNA	ENSG00000251212.1	other	one-to-many
ENSMUSG00000025393.13	pc	ENSG00000110955.9	pc	many-to-many
ENSMUSG00000099454.2	other	ENSG00000226421.1	other	one-to-many
ENSMUSG00000028149.13	pc	ENSG00000270767.1	other	one-to-many
ENSMUSG00000100687.2	other	ENSG00000183695.3	pc	one-to-many
ENSMUSG00000050640.17	pc	ENSG00000249242.8	pc	many-to-many
ENSMUSG00000062814.10	pc	ENSG00000308268.1	lncRNA	many-to-many
ENSMUSG00000032591.16	pc	ENSG00000173531.16	pc	many-to-many
ENSMUSG00000109290.2	other	ENSG00000092621.13	pc	one-to-many
ENSMUSG00000070719.5	pc	ENSG00000149179.14	pc	many-to-many
ENSMUSG00000089942.10	pc	ENSG00000293273.1	lncRNA	many-to-many
ENSMUSG00000143606.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000020741.18	pc	ENSG00000279647.1	other	many-to-many
ENSMUSG00000020299.7	pc	ENSG00000185056.10	pc	one-to-one
ENSMUSG00000103272.2	lncRNA	ENSG00000173692.14	pc	one-to-many
ENSMUSG00000061702.11	pc	ENSG00000255730.5	pc	many-to-many
ENSMUSG00000102748.2	pc	ENSG00000262576.3	pc	many-to-many
ENSMUSG00000098701.3	ncRNA	ENSG00000139645.11	pc	one-to-many
ENSMUSG00000098068.2	other	ENSG00000293339.1	lncRNA	many-to-many
ENSMUSG00000065987.13	pc	ENSG00000104938.18	pc	many-to-many
ENSMUSG00000130923.1	lncRNA	ENSG00000153303.18	pc	one-to-many
ENSMUSG00000050377.9	pc	ENSG00000164509.17	pc	many-to-many
ENSMUSG00002076596.1	ncRNA	ENSG00000201003.1	ncRNA	many-to-many
ENSMUSG00000073834.11	pc	ENSG00000291094.2	lncRNA	many-to-many
ENSMUSG00000043251.7	pc	ENSG00000179044.16	pc	one-to-one
ENSMUSG00000097589.12	lncRNA	ENSG00000231607.16	lncRNA	many-to-many
ENSMUSG00000112098.2	other	ENSG00000165732.14	pc	one-to-many
ENSMUSG00000081631.2	other	ENSG00000216867.2	other	many-to-many
ENSMUSG00000051414.6	pc	ENSG00000161807.3	pc	one-to-many
ENSMUSG00000042055.14	pc	ENSG00000120008.16	pc	one-to-one
ENSMUSG00000038335.14	pc	ENSG00000167721.11	pc	many-to-many
ENSMUSG00000112491.2	other	ENSG00000108559.13	pc	one-to-many
ENSMUSG00002075262.1	ncRNA	ENSG00000226217.1	other	many-to-many
ENSMUSG00000052482.7	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000032911.7	pc	ENSG00000290947.1	lncRNA	many-to-many
ENSMUSG00000029036.19	pc	ENSG00000197785.14	pc	many-to-many
ENSMUSG00000082367.2	other	ENSG00000188229.6	pc	one-to-many
ENSMUSG00000025732.7	pc	ENSG00000270920.1	other	many-to-many
ENSMUSG00000114296.2	other	ENSG00000235602.5	other	one-to-many
ENSMUSG00000039617.9	other	ENSG00000225236.1	other	many-to-many
ENSMUSG00000116475.2	other	ENSG00000234819.1	other	many-to-many
ENSMUSG00000062611.5	other	ENSG00000217684.2	other	many-to-many
ENSMUSG00000020250.12	pc	ENSG00000198431.18	pc	one-to-many
ENSMUSG00000106345.2	other	ENSG00000213609.3	other	one-to-many
ENSMUSG00000086698.3	lncRNA	ENSG00000172179.13	pc	one-to-many
ENSMUSG00000020775.14	pc	ENSG00000204316.13	pc	many-to-many
ENSMUSG00000020481.16	pc	ENSG00000286406.2	other	many-to-many
ENSMUSG00000131073.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000121309.2	lncRNA	ENSG00000115756.13	pc	many-to-many
ENSMUSG00000007989.8	pc	ENSG00000104290.11	pc	one-to-one
ENSMUSG00000136865.1	lncRNA	ENSG00000225105.3	lncRNA	one-to-one
ENSMUSG00000000948.17	pc	ENSG00000273173.6	pc	many-to-many
ENSMUSG00000121337.1	lncRNA	ENSG00000105352.11	pc	many-to-many
ENSMUSG00000066090.6	pc	ENSG00000172410.5	pc	one-to-one
ENSMUSG00000103293.2	other	ENSG00000293339.1	lncRNA	many-to-many
ENSMUSG00000032607.13	pc	ENSG00000145020.16	pc	many-to-many
ENSMUSG00000007440.11	pc	ENSG00000251664.5	pc	many-to-many
ENSMUSG00000099366.2	other	ENSG00000237550.8	other	many-to-many
ENSMUSG00000026970.17	pc	ENSG00000283734.1	ncRNA	one-to-many
ENSMUSG00000089684.2	other	ENSG00000256210.3	other	many-to-many
ENSMUSG00000070871.11	pc	ENSG00000279058.2	other	many-to-many
ENSMUSG00000090693.5	pc	ENSG00000214414.9	pc	many-to-many
ENSMUSG00000115160.2	other	ENSG00000197358.10	other	many-to-many
ENSMUSG00000027282.18	pc	ENSG00000116096.7	pc	many-to-many
ENSMUSG00000034424.6	pc	ENSG00000284512.1	pc	many-to-many
ENSMUSG00000084842.4	pc	ENSG00000184388.6	pc	one-to-one
ENSMUSG00000048164.10	other	ENSG00000285637.3	lncRNA	many-to-many
ENSMUSG00000130143.1	lncRNA	ENSG00000231837.2	other	many-to-many
ENSMUSG00000121118.2	lncRNA	ENSG00000237037.9	lncRNA	one-to-many
ENSMUSG00000081165.2	other	ENSG00000166260.13	pc	one-to-many
ENSMUSG00000055692.22	pc	ENSG00000206140.12	pc	many-to-many
ENSMUSG00000021327.20	pc	ENSG00000189298.14	pc	many-to-many
ENSMUSG00000037110.21	pc	ENSG00000188559.16	pc	one-to-one
ENSMUSG00000019828.14	pc	ENSG00000152822.15	pc	one-to-one
ENSMUSG00000056457.7	pc	ENSG00000172179.13	pc	one-to-many
ENSMUSG00000115337.2	lncRNA	ENSG00000126945.9	pc	one-to-many
ENSMUSG00000020744.14	pc	ENSG00000125454.12	pc	one-to-one
ENSMUSG00000089417.3	ncRNA	ENSG00000217060.1	other	many-to-many
ENSMUSG00000040013.12	pc	ENSG00000205584.6	other	one-to-many
ENSMUSG00000126209.1	lncRNA	ENSG00000228817.4	lncRNA	one-to-one
ENSMUSG00000042514.12	pc	ENSG00000197705.10	pc	one-to-one
ENSMUSG00000030711.17	pc	ENSG00000289755.2	lncRNA	many-to-many
ENSMUSG00000082272.2	other	ENSG00000263883.1	other	many-to-many
ENSMUSG00000115593.2	other	ENSG00000260471.1	other	many-to-many
ENSMUSG00000029190.20	pc	ENSG00000170871.12	pc	one-to-many
ENSMUSG00000057699.6	pc	ENSG00000256981.1	other	one-to-many
ENSMUSG00000052031.9	pc	ENSG00000272980.5	pc	many-to-many
ENSMUSG00000077616.3	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000073676.5	pc	ENSG00000309897.1	lncRNA	many-to-many
ENSMUSG00000007440.11	pc	ENSG00000204970.10	pc	many-to-many
ENSMUSG00000068437.5	pc	ENSG00000179381.8	other	many-to-many
ENSMUSG00000131870.1	lncRNA	ENSG00000294649.1	lncRNA	one-to-many
ENSMUSG00000102836.2	pc	ENSG00000253873.6	pc	many-to-many
ENSMUSG00000130469.1	lncRNA	ENSG00000299708.1	lncRNA	one-to-one
ENSMUSG00000034057.9	pc	ENSG00000258052.1	pc	many-to-many
ENSMUSG00000095662.2	pc	ENSG00000285944.2	other	one-to-many
ENSMUSG00000064382.3	ncRNA	ENSG00000224781.1	other	many-to-many
ENSMUSG00000084027.2	other	ENSG00000213619.11	pc	many-to-many
ENSMUSG00000101878.2	other	ENSG00000234612.1	other	many-to-many
ENSMUSG00000025017.11	pc	ENSG00000155629.15	pc	one-to-one
ENSMUSG00000081057.3	other	ENSG00000174914.3	pc	one-to-many
ENSMUSG00000042496.19	pc	ENSG00000251666.1	lncRNA	one-to-many
ENSMUSG00000015365.16	pc	ENSG00000073146.17	pc	one-to-one
ENSMUSG00000109737.2	pc	ENSG00000286007.1	pc	many-to-many
ENSMUSG00000087598.10	pc	ENSG00000124459.12	pc	many-to-many
ENSMUSG00000039536.17	pc	ENSG00000124214.21	pc	one-to-many
ENSMUSG00000123572.1	lncRNA	ENSG00000287963.2	lncRNA	one-to-one
ENSMUSG00000112376.3	lncRNA	ENSG00000301363.1	lncRNA	one-to-many
ENSMUSG00000050621.8	pc	ENSG00000225907.1	other	many-to-many
ENSMUSG00000073448.5	pc	ENSG00000197020.12	pc	many-to-many
ENSMUSG00000067714.15	pc	ENSG00000184574.10	pc	one-to-many
ENSMUSG00000074247.11	pc	ENSG00000258509.1	other	many-to-many
ENSMUSG00000053747.10	pc	ENSG00000168875.3	pc	one-to-one
ENSMUSG00000067261.5	pc	ENSG00000187140.6	pc	one-to-many
ENSMUSG00000003559.9	pc	ENSG00000214435.9	pc	many-to-many
ENSMUSG00000097657.3	other	ENSG00000265261.1	other	many-to-many
ENSMUSG00000138714.1	lncRNA	ENSG00000296530.1	lncRNA	one-to-one
ENSMUSG00000030779.17	pc	ENSG00000289171.1	lncRNA	many-to-many
ENSMUSG00000078257.3	pc	ENSG00000196156.5	pc	one-to-many
ENSMUSG00000132132.1	lncRNA	ENSG00000298381.1	lncRNA	one-to-one
ENSMUSG00000003190.13	pc	ENSG00000248530.1	other	one-to-many
ENSMUSG00000085708.3	lncRNA	ENSG00000309206.1	lncRNA	many-to-many
ENSMUSG00000036957.9	pc	ENSG00000126243.9	pc	one-to-one
ENSMUSG00000124544.1	lncRNA	ENSG00000256667.7	other	many-to-many
ENSMUSG00000037742.15	pc	ENSG00000234017.1	other	many-to-many
ENSMUSG00000058546.9	pc	ENSG00000184423.5	other	many-to-many
ENSMUSG00000063856.9	pc	ENSG00000215326.3	other	many-to-many
ENSMUSG00000045975.9	pc	ENSG00000157617.17	pc	many-to-many
ENSMUSG00000111191.2	other	ENSG00000079739.17	pc	many-to-many
ENSMUSG00000082312.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000028699.10	pc	ENSG00000117472.10	pc	one-to-one
ENSMUSG00000080884.2	other	ENSG00000134716.11	pc	one-to-many
ENSMUSG00000009681.11	pc	ENSG00000215481.10	lncRNA	many-to-many
ENSMUSG00000115115.2	pc	ENSG00000284895.1	pc	many-to-many
ENSMUSG00000059280.5	pc	ENSG00000211654.2	other	many-to-many
ENSMUSG00000090602.4	other	ENSG00000223864.1	other	many-to-many
ENSMUSG00000123947.1	lncRNA	ENSG00000224977.3	lncRNA	one-to-one
ENSMUSG00000098861.2	other	ENSG00000153201.17	pc	one-to-many
ENSMUSG00000033834.8	pc	ENSG00000236417.2	other	many-to-many
ENSMUSG00000109113.3	pc	ENSG00000290568.2	lncRNA	many-to-many
ENSMUSG00000025243.18	pc	ENSG00000163817.17	pc	one-to-many
ENSMUSG00000066475.7	other	ENSG00000228331.2	other	many-to-many
ENSMUSG00000058927.7	pc	ENSG00000291078.2	lncRNA	many-to-many
ENSMUSG00000001833.18	pc	ENSG00000275562.1	other	many-to-many
ENSMUSG00000004530.13	pc	ENSG00000110880.11	pc	many-to-many
ENSMUSG00000052974.9	pc	ENSG00000293114.1	lncRNA	one-to-many
ENSMUSG00000022229.4	pc	ENSG00000276460.1	other	one-to-many
ENSMUSG00000066839.13	pc	ENSG00000130159.15	pc	one-to-one
ENSMUSG00000032436.18	pc	ENSG00000227371.1	other	one-to-many
ENSMUSG00000006014.18	pc	ENSG00000116690.13	pc	one-to-one
ENSMUSG00000082310.2	other	ENSG00000123908.12	pc	one-to-many
ENSMUSG00000071506.5	pc	ENSG00000178826.11	pc	one-to-one
ENSMUSG00000033883.12	pc	ENSG00000225451.1	other	many-to-many
ENSMUSG00000026470.15	pc	ENSG00000243155.1	lncRNA	one-to-many
ENSMUSG00000028581.18	pc	ENSG00000162511.8	pc	one-to-one
ENSMUSG00000066629.3	other	ENSG00000213519.2	other	many-to-many
ENSMUSG00000119682.1	ncRNA	ENSG00000202261.1	ncRNA	one-to-many
ENSMUSG00000038695.14	pc	ENSG00000161677.12	pc	one-to-many
ENSMUSG00000072692.9	other	ENSG00000239559.2	other	many-to-many
ENSMUSG00000087365.11	lncRNA	ENSG00000284231.1	ncRNA	many-to-many
ENSMUSG00000017837.13	pc	ENSG00000168256.18	pc	one-to-one
ENSMUSG00000029581.15	pc	ENSG00000261559.1	other	one-to-many
ENSMUSG00000040936.16	pc	ENSG00000285077.4	pc	many-to-many
ENSMUSG00000035900.19	pc	ENSG00000227874.1	other	one-to-many
ENSMUSG00000020921.7	pc	ENSG00000091947.10	pc	one-to-one
ENSMUSG00000031004.9	pc	ENSG00000270499.1	other	one-to-many
ENSMUSG00000067106.7	other	ENSG00000005022.6	pc	one-to-many
ENSMUSG00000032285.16	pc	ENSG00000140403.13	pc	one-to-one
ENSMUSG00000132897.1	lncRNA	ENSG00000177197.7	other	many-to-many
ENSMUSG00000105498.2	other	ENSG00000273841.6	pc	many-to-many
ENSMUSG00000018899.18	pc	ENSG00000125347.15	pc	one-to-many
ENSMUSG00000120798.2	lncRNA	ENSG00000305518.1	lncRNA	one-to-one
ENSMUSG00000030030.6	pc	ENSG00000159239.13	pc	many-to-many
ENSMUSG00000111750.2	other	ENSG00000175749.11	other	one-to-many
ENSMUSG00000122850.1	lncRNA	ENSG00000260473.3	lncRNA	one-to-many
ENSMUSG00000035027.19	pc	ENSG00000126934.15	pc	one-to-many
ENSMUSG00000022941.9	pc	ENSG00000183145.9	pc	one-to-many
ENSMUSG00000067438.6	pc	ENSG00000215612.8	pc	one-to-one
ENSMUSG00000116824.2	other	ENSG00000241061.3	other	one-to-many
ENSMUSG00000123298.1	lncRNA	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000002111.10	pc	ENSG00000255197.8	lncRNA	many-to-many
ENSMUSG00000032808.3	pc	ENSG00000138115.15	pc	one-to-many
ENSMUSG00000098787.3	ncRNA	ENSG00000186715.12	other	many-to-many
ENSMUSG00000084811.4	lncRNA	ENSG00000303866.1	lncRNA	one-to-one
ENSMUSG00000054383.3	pc	ENSG00000176903.5	pc	one-to-one
ENSMUSG00000051156.3	pc	ENSG00000272900.1	other	one-to-many
ENSMUSG00000081113.2	other	ENSG00000233662.1	other	many-to-many
ENSMUSG00000099659.2	other	ENSG00000183695.3	pc	one-to-many
ENSMUSG00000022828.11	pc	ENSG00000153767.10	pc	one-to-many
ENSMUSG00000074793.11	pc	ENSG00000132622.11	pc	one-to-one
ENSMUSG00000044043.5	pc	ENSG00000197479.7	pc	many-to-many
ENSMUSG00000037263.14	pc	ENSG00000132746.16	pc	many-to-many
ENSMUSG00000024290.10	pc	ENSG00000290877.2	lncRNA	many-to-many
ENSMUSG00000116866.2	other	ENSG00000099783.13	pc	one-to-many
ENSMUSG00000029468.18	pc	ENSG00000279360.1	lncRNA	many-to-many
ENSMUSG00000123590.1	lncRNA	ENSG00000304533.1	lncRNA	one-to-one
ENSMUSG00000025534.18	pc	ENSG00000253203.7	other	many-to-many
ENSMUSG00000118184.2	other	ENSG00000293339.1	lncRNA	many-to-many
ENSMUSG00000029570.6	pc	ENSG00000106003.14	pc	one-to-many
ENSMUSG00000022673.6	pc	ENSG00000104738.19	pc	one-to-many
ENSMUSG00000054236.7	pc	ENSG00000227892.1	other	one-to-one
ENSMUSG00000021981.11	pc	ENSG00000102547.19	pc	one-to-many
ENSMUSG00000070713.6	pc	ENSG00000231471.1	other	many-to-many
ENSMUSG00000074476.7	pc	ENSG00000161888.12	pc	one-to-one
ENSMUSG00000090124.8	pc	ENSG00000244474.6	pc	many-to-many
ENSMUSG00000054083.9	pc	ENSG00000182472.9	pc	one-to-one
ENSMUSG00000024260.16	pc	ENSG00000136715.19	pc	one-to-one
ENSMUSG00000020229.5	pc	ENSG00000266604.2	lncRNA	many-to-many
ENSMUSG00000083813.2	other	ENSG00000073905.8	other	one-to-many
ENSMUSG00000083219.2	other	ENSG00000248282.1	other	one-to-many
ENSMUSG00000027010.17	pc	ENSG00000115840.14	pc	one-to-one
ENSMUSG00000037032.18	pc	ENSG00000166313.20	pc	one-to-many
ENSMUSG00000091572.10	pc	ENSG00000169282.19	pc	many-to-many
ENSMUSG00000081950.2	other	ENSG00000248448.2	other	one-to-many
ENSMUSG00000090727.3	other	ENSG00000226348.1	other	one-to-many
ENSMUSG00000024782.8	pc	ENSG00000255838.1	other	many-to-many
ENSMUSG00000107865.2	lncRNA	ENSG00000266649.1	ncRNA	many-to-many
ENSMUSG00000100396.2	lncRNA	ENSG00000228140.3	lncRNA	one-to-many
ENSMUSG00000139963.1	lncRNA	ENSG00000180532.12	pc	one-to-many
ENSMUSG00000055555.3	pc	ENSG00000169551.13	pc	many-to-many
ENSMUSG00000045107.6	pc	ENSG00000287887.2	lncRNA	many-to-many
ENSMUSG00000090145.8	pc	ENSG00000288702.1	pc	many-to-many
ENSMUSG00000091002.3	pc	ENSG00000305084.1	lncRNA	one-to-many
ENSMUSG00000020818.17	pc	ENSG00000299693.1	lncRNA	many-to-many
ENSMUSG00000076540.4	other	ENSG00000239951.1	other	one-to-many
ENSMUSG00000103665.2	other	ENSG00000164104.12	pc	one-to-many
ENSMUSG00000059762.5	pc	ENSG00000179615.3	pc	many-to-many
ENSMUSG00000052785.8	other	ENSG00000290649.1	lncRNA	many-to-many
ENSMUSG00000113381.3	other	ENSG00000226348.1	other	one-to-many
ENSMUSG00000075107.4	pc	ENSG00000181939.3	pc	one-to-many
ENSMUSG00000035382.10	pc	ENSG00000307825.1	lncRNA	many-to-many
ENSMUSG00000118554.2	pc	ENSG00000165182.12	pc	one-to-many
ENSMUSG00000080801.3	other	ENSG00000236530.2	other	one-to-many
ENSMUSG00000031591.15	pc	ENSG00000104763.20	pc	one-to-one
ENSMUSG00000090277.2	other	ENSG00000213553.4	other	one-to-many
ENSMUSG00000031299.11	pc	ENSG00000131828.14	pc	one-to-many
ENSMUSG00000047514.7	pc	ENSG00000225685.2	other	many-to-many
ENSMUSG00000107416.2	other	ENSG00000243504.1	other	one-to-many
ENSMUSG00000109553.2	other	ENSG00000132330.18	pc	many-to-many
ENSMUSG00000032899.15	pc	ENSG00000060140.9	pc	one-to-one
ENSMUSG00000074472.11	pc	ENSG00000249709.8	pc	many-to-many
ENSMUSG00000121146.2	lncRNA	ENSG00000308431.1	lncRNA	one-to-many
ENSMUSG00000012405.17	pc	ENSG00000174748.22	pc	many-to-many
ENSMUSG00000062235.7	other	ENSG00000118903.6	other	many-to-many
ENSMUSG00000031131.12	pc	ENSG00000102243.13	pc	one-to-one
ENSMUSG00000101369.2	other	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000042515.14	pc	ENSG00000157502.13	pc	one-to-one
ENSMUSG00000092242.3	lncRNA	ENSG00000241231.3	lncRNA	one-to-many
ENSMUSG00000085576.4	pc	ENSG00000291119.2	lncRNA	many-to-many
ENSMUSG00000104699.2	other	ENSG00000249987.1	other	many-to-many
ENSMUSG00000103567.2	pc	ENSG00000253767.3	pc	many-to-many
ENSMUSG00000142099.1	lncRNA	ENSG00000184911.15	pc	many-to-many
ENSMUSG00000021792.16	pc	ENSG00000122378.14	pc	many-to-many
ENSMUSG00000133206.1	lncRNA	ENSG00000174282.12	pc	one-to-many
ENSMUSG00000048938.13	pc	ENSG00000227970.1	other	one-to-one
ENSMUSG00000108763.2	pc	ENSG00000240661.4	other	one-to-many
ENSMUSG00000045757.7	pc	ENSG00000144026.14	pc	many-to-many
ENSMUSG00000033948.4	pc	ENSG00000231258.2	other	many-to-many
ENSMUSG00000112236.2	other	ENSG00000205439.10	pc	one-to-many
ENSMUSG00000099779.2	other	ENSG00000229816.1	other	many-to-many
ENSMUSG00000050144.14	pc	ENSG00000160785.14	pc	one-to-one
ENSMUSG00000058050.6	other	ENSG00000213873.4	other	many-to-many
ENSMUSG00000126547.1	lncRNA	ENSG00000286639.3	lncRNA	one-to-one
ENSMUSG00000082940.2	other	ENSG00000109920.13	pc	one-to-many
ENSMUSG00000117389.2	other	ENSG00000160271.16	pc	many-to-many
ENSMUSG00000022587.16	pc	ENSG00000160932.11	pc	one-to-many
ENSMUSG00000110514.2	other	ENSG00000173812.11	pc	one-to-many
ENSMUSG00000104668.2	other	ENSG00000226348.1	other	one-to-many
ENSMUSG00000095063.2	pc	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000101715.2	other	ENSG00000147059.9	pc	one-to-many
